id,word,meaning,section,page
1783,bankrupt,破産宣告を受けた；破綻している,6,378
1784,stern,厳しい；いかめしい,6,378
1785,stubborn,頑固な，強情な；手に負えない,6,378
1786,maternal,母の，母親らしい；妊婦の,6,379
1787,fertile,肥沃な；多産の,6,379
1788,ripe,熟した；成熟した,6,379
1789,stiff,硬直した，凝った；堅い,6,379
1790,obsolete,廃れた，使われなくなった；古くなった,6,379
1791,vacant,空いている,6,380
1792,acoustic,音響の；聴覚の；(楽器が)アコースティックの,6,380
1793,preliminary,予備の，準備の,6,380
1794,approximate,おおよその,6,380
1795,implicit,暗黙の；内在する,6,380
1796,punctual,時間を守る,6,381
1797,compatible,矛盾しない；互換性のある；気が合う,6,381
1798,ample,十分すぎるほどの；広い,6,381
1799,pervasive,隅々に広がった；浸透する；充満する,6,381
1800,ubiquitous,至る所にある,6,381
1801,deduce,を推測する，演繹する,6,382
1802,simulate,を模擬実験する；を装う；をまねる,6,382
1803,merge,(を)合併する；を融合させる；溶け込む,6,382
1804,penetrate,(に)浸透する；(に)進出する；(を)貫く；(を)見抜く,6,382
1805,cater,(の)料理をまかなう；(要望などに)応える,6,382
1806,assault,に暴行する；を攻撃する,6,383
1807,torture,を拷問にかける；を苦しめる,6,383
1808,bleed,出血する,6,383
1809,erect,を建てる；を直立させる,6,383
1810,cherish,を大切にする；を心に抱く,6,383
1811,arouse,(感情など)を引き起こす；を目覚めさせる,6,384
1812,doom,〔通例受身形で〕運命にある,6,384
1813,mourn,(を)悼む；(を)嘆く,6,384
1814,dread,をひどく恐れる,6,384
1815,nourish,に栄養を与える；をはぐくむ,6,384
1816,inject,(人)に注射する，を注入する；を導入する,6,385
1817,swear,(～を)ののしる(at)；(を)誓う,6,385
1818,bid,(～に)の値をつける；(挨拶)を述べる,6,385
1819,corrupt,を堕落させる；を買収する；堕落する,6,385
1820,preoccupy,の心を奪う，を夢中にさせる,6,385
1821,browse,(を)拾い読みする；(を)閲覧する；(商品など)を見て歩く,6,386
1822,compile,を編集する；(資料など)をまとめる,6,386
1823,allocate,を割り当てる，分配する,6,386
1824,offset,を相殺する，埋め合わせる；をオフセット印刷にする,6,386
1825,restrain,を制止する；を規制する,6,386
1826,comply,従う，応じる,6,387
1827,expire,期限が切れる,6,387
1828,embark,(～に)乗り出す(on)；乗船［搭乗］する,6,387
1829,flap,パタパタ動く；羽ばたく；をパタパタ動かす,6,387
1830,furnish,に(～を)備えつける(with),6,387
1831,forge,を偽造する；(関係など)を築く；を鍛造する,6,388
1832,thrust,を押しつける；を突き刺す；押し進む,6,388
1833,dispatch,を派遣する；を発送する；を処理する,6,388
1834,resent,に憤慨する,6,388
1835,reconcile,を(～と)一致させる(with)；を和解させる,6,388
1836,allege,を主張する,6,389
1837,oppress,を抑圧［迫害］する；を悩ませる,6,389
1838,expel,を追放する；を吐き出す,6,389
1839,ascend,(を)上がる,6,389
1840,commence,始まる；を開始する；…し始める(to do / doing),6,389
1841,advent,〔the ～〕出現，到来,6,390
1842,reign,治世；統治,6,390
1843,diplomacy,外交(的手腕),6,390
1844,embassy,大使館；大使一行,6,390
1845,exile,亡命(者)；(国外)追放,6,390
1846,refuge,避難(所)；保護,6,391
1847,plight,窮状；(悪い)状態,6,391
1848,solitude,ひとりでいること；孤独,6,391
1849,fallacy,誤った考え，誤信；錯誤,6,391
1850,latitude,緯度；(行動・思想などの)許容範囲,6,391
1851,eclipse,(日食・月食などの)食；(名声などの)失墜,6,392
1852,basin,流域；盆地，海盆；洗面器［台］,6,392
1853,erosion,浸食；衰退,6,392
1854,archaeology,考古学,6,392
1855,errand,(人の)使い，使い走り；用件,6,392
1856,mercy,慈悲；〔通例a ～〕幸運,6,393
1857,rhetoric,修辞(法)；美辞麗句,6,393
1858,verse,韻文；詩,6,393
1859,congestion,混雑,6,393
1860,sewage,下水,6,393
1861,complement,(～の)補完物，補足(to)；(文法の)補語,6,394
1862,subsidy,補助金；報奨金,6,394
1863,mortgage,住宅ローン；抵当(権),6,394
1864,attorney,【米】 弁護士；代理人,6,394
1865,outfit,衣装一式；装備［道具］一式；組織,6,394
1866,bulk,〔the ～〕(～の)大半(of)；大きさ；大量,6,395
1867,reunion,再会(の集い)；再結合,6,395
1868,synthesis,合成；総合,6,395
1869,mold,鋳型；鋳物；性格；かび,6,395
1870,thirst,(のどの)渇き；(～に対する)渇望(for),6,395
1871,greed,強欲,6,396
1872,bribe,賄賂,6,396
1873,contempt,軽蔑；恥辱,6,396
1874,texture,感触，手触り；本質；質感,6,396
1875,orphan,孤児,6,396
1876,harassment,嫌がらせ，ハラスメント,6,397
1877,hay,干し草,6,397
1878,doctrine,教義；【米】(政策上の)主義,6,397
1879,holistic,全体論の；(医療が)ホリスティックの,6,397
1880,liable,しがちな；(～を)受けやすい(to)；責任がある,6,397
1881,earnest,まじめな，熱心な,6,398
1882,intelligible,(簡単に)理解できる,6,398
1883,abrupt,突然の,6,398
1884,reckless,無謀な；(～を)顧みない(of),6,398
1885,furious,激怒した；猛烈な,6,398
1886,eloquent,雄弁な；説得力のある,6,399
1887,juvenile,青少年の,6,399
1888,notorious,悪名高い,6,399
1889,timid,臆病な；内気な,6,399
1890,humid,湿気のある,6,399
1891,contagious,感染(性)の；病気を伝染する,6,400
1892,cynical,冷笑的な，皮肉な,6,400
1893,dumb,ばかげた；口のきけない；無言の,6,400
1894,monotonous,単調な,6,400
1895,perpetual,永続的な；ひっきりなしの,6,400
1896,dizzy,目まいがする；当惑した,6,401
1897,weary,疲れ果てた；(～に)うんざりした(of),6,401
1898,numb,麻痺した，無感覚な；ぼう然とした,6,401
1899,mortal,致命的な；死すべき(運命の),6,401
1900,zealous,熱心な；熱狂的な,6,401
